Brand,Series,Weight,Display Size,Pixel Density,Display Touchscreen,Graphic Processor,RAM Capacity,RAM Type,SSD Capacity,OS,Processor_Brand,Price (Rs),Processor_Series,Graphics Memory
HP,omen,2.35,16.1,137.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,intel,146990.0,i7,8
Asus,rog,2.65,16.0,189.0,0,nvidia geforce rtx 4080,32,ddr5,2024,win 11,intel,279990.0,i9,12
HP,spectre,1.44,14.0,243.0,1,intel arc,32,lpddr5x,1024,win 11,intel,149999.0,ultra 7,0
MSI,stealth,2.1,15.6,188.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,150990.0,i7,8
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 11,amd,62990.0,octa core,4
Asus,rog,1.65,14.0,216.0,0,nvidia geforce rtx 4050,16,ddr5,1024,win 11,amd,114990.0,octa core,6
Asus,rog,1.9,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr5,1024,win 11,amd,110990.0,octa core,6
HP,envy,1.82,15.6,141.0,1,amd radeon,16,lpddr4x,512,win 11,amd,88490.0,octa core,0
Asus,rog,1.72,14.0,216.0,0,nvidia geforce rtx 4060,32,ddr5,1024,win 11,amd,201288.0,octa core,8
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce gtx 1650 max q,16,ddr4,512,win 11,amd,71990.0,octa core,4
Acer,One,1.5,14.0,112.0,0,intel integrated,8,ddr4,512,win 11,amd,29999.0,dual core,0
Lenovo,ideapad,1.63,15.6,141.0,0,intel integrated,8,ddr4,512,win 11,intel,49850.0,i5,0
Asus,rog,2.1,16.0,189.0,1,amd radeon 680m,16,ddr5,1024,win 11,amd,211990.0,octa core,6
Asus,rog,2.5,16.0,142.0,1,nvidia geforce rtx 3060,32,ddr5,2024,win 11,amd,220081.0,octa core,6
Dell,alienware,3.2,17.3,127.0,0,nvidia geforce rtx 3080 ti,32,ddr5,1024,win 11,intel,389990.0,i9,16
Asus,rog,1.9,15.6,188.0,0,amd radeon,16,ddr5,1024,win 11,amd,161990.0,octa core,6
Asus,rog,1.72,14.0,216.0,0,amd radeon rx 6800s,32,ddr5,1024,win 11,amd,121990.0,octa core,8
Asus,rog,1.18,13.4,338.0,1,nvidia geforce rtx 3050 ti,16,lpddr5,1024,win 11,intel,191990.0,i9,4
Asus,rog,1.9,15.6,188.0,0,nvidia geforce rtx 3080,16,ddr5,1024,win 11,amd,189990.0,octa core,8
Asus,rog,1.7,14.0,157.0,0,nvidia geforce rtx 3050 ti,16,ddr4,1024,win 10,amd,98990.0,octa core,4
Asus,rog,1.9,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,139990.0,octa core,6
Asus,rog,2.3,15.6,141.0,0,nvidia geforce gtx 3060,16,ddr4,1024,win 10,amd,144990.0,octa core,6
Asus,tuf,2.6,17.3,127.0,0,nvidia geforce gtx 1650 ti,8,ddr4,256,win 10,amd,74990.0,ryzen 5,4
Asus,rog,1.9,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,109990.0,octa core,6
Apple,macbook,1.62,14.2,254.0,0,no graphics,36,ddr5,1024,mac os,apple,309990.0,m4 max,0
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,amd,124990.0,octa core,8
Apple,macbook,1.55,14.2,254.0,0,no graphics,16,ddr5,1024,mac os,apple,182990.0,m4,0
Asus,zenbook,1.2,14.0,243.0,1,intel arc,32,lpddr5,1024,win 11,intel,152990.0,ultra 7,0
Apple,macbook,1.55,14.2,254.0,0,no graphics,16,ddr5,1024,mac os,apple,177990.0,m4,0
Apple,macbook,2.14,16.2,254.0,0,no graphics,24,ddr5,512,mac os,apple,239990.0,m4 pro,0
Lenovo,ideapad,1.82,16.0,142.0,0,intel arc,16,lpddr5x,1024,win 11,intel,88990.0,ultra 7,0
Microsoft,Surface,1.0,13.8,251.0,1,qualcomm integrated,16,ddr5,1024,win 11,qualcomm,180990.0,snapdragon,0
Lenovo,thinkpad,1.41,14.0,162.0,0,intel iris xe,16,ddr4,512,win 11,intel,87990.0,i7,0
HP,zbook,1.72,16.0,142.0,1,nvidia rtx a500,16,ddr5,1024,win 11,intel,128990.0,i7,4
Microsoft,Surface,1.66,15.0,200.0,0,qualcomm integrated,16,lpddr5x,512,win 11,qualcomm,159990.0,snapdragon,0
Dell,xps,1.19,13.4,253.0,1,qualcomm adreno gpu,16,lpddr5x,512,win 11,qualcomm,141583.0,snapdragon,0
Thomson,neo,1.65,15.6,141.0,0,intel iris xe,16,lpddr4,512,win 11,intel,37990.0,i5,0
Dell,inspiron,1.75,14.0,162.0,1,intel,8,ddr5,512,win 11,intel,58090.0,i3,0
Asus,rog,2.65,16.0,189.0,0,nvidia geforce rtx 4090,32,ddr5,2024,win 11,intel,329990.0,i9,16
HP,15,1.59,15.6,141.0,0,amd radeon,8,lpddr5,512,win 11,amd,37990.0,quad core,0
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,74490.0,i5,6
HP,spectre,1.95,16.0,212.0,1,intel arc,32,lpddr5x,2024,win 11,intel,187990.0,ultra 7,0
Dell,alienware,3.3,16.0,189.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,amd,200690.0,octa core,8
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,94990.0,i7,6
HP,probook,1.37,14.0,157.0,0,amd radeon,8,ddr4,512,dos,amd,49990.0,octa core,0
Apple,macbook,2.16,16.2,254.0,0,no graphics,18,ddr5,512,mac os,apple,229990.0,m3 pro,0
Lenovo,ideapad,2.3,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr5,512,win 11,amd,56900.0,ryzen 5,4
Microsoft,Surface,1.13,12.4,149.0,1,intel iris xe,16,lpddr5,256,win 11,intel,100999.0,i5,0
Lenovo,loq,2.4,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,93190.0,i7,6
Apple,macbook,3.48,16.2,254.0,0,apple 18-core gpu,36,ddr5,512,mac os,apple,289900.0,m3 pro,0
Lenovo,loq,2.4,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,amd,97990.0,octa core,8
Lenovo,thinkbook,2.2,15.6,141.0,0,amd radeon,8,ddr4,512,dos,amd,27170.0,quad core,0
HP,envy,1.82,15.6,141.0,1,amd radeon,16,lpddr4x,512,win 11,amd,87490.0,ryzen 5,0
Lenovo,thinkbook,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,56970.0,i5,0
Lenovo,yoga,1.49,14.0,243.0,1,amd radeon 680m,16,lpddr5,512,win 11,amd,97690.0,octa core,0
Asus,vivobook,1.7,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,47490.0,i5,0
HP,14,1.4,14.0,157.0,0,amd radeon,8,lpddr5,512,win 11,amd,42989.0,quad core,0
Asus,rog,1.72,14.0,216.0,0,nvidia geforce rtx 4080,32,ddr5,1024,win 11,amd,214155.0,octa core,12
Asus,tuf,2.6,17.3,127.0,0,nvidia geforce rtx 4050,16,ddr5,1024,win 11,amd,142890.0,octa core,6
Asus,rog,2.5,16.0,189.0,0,nvidia geforce rtx 4090,32,ddr5,2024,win 11,intel,364990.0,i9,16
HP,envy,2.32,16.0,283.0,1,intel arc a370m,16,ddr5,512,win 11,intel,149990.0,i7,4
HP,omen,2.78,17.3,170.0,0,nvidia geforce rtx 3080 ti,32,ddr5,2024,win 11,intel,232990.0,i9,16
Lenovo,ideapad,1.5,14.0,162.0,1,amd radeon,16,lpddr4x,512,win 11,amd,64990.0,ryzen 5,0
Asus,proart,2.4,16.0,283.0,1,nvidia geforce rtx 3070 ti,32,ddr5,1024,win 11,intel,179990.0,i9,8
HP,omen,2.35,16.1,137.0,0,nvidia geforce rtx 3050 ti,16,ddr5,512,win 11,amd,83990.0,octa core,4
Microsoft,Surface,1.29,13.5,201.0,0,intel integrated,16,lpddr4x,512,win 11,intel,151999.0,i5,0
Coconics,xtreme,1.65,15.6,141.0,0,intel uhd graphics,8,ddr4,512,win 10,intel,58132.0,i5,0
Asus,rog,2.3,15.6,188.0,0,nvidia geforce rtx 3070 ti,16,ddr5,1024,win 11,amd,196309.0,octa core,8
Asus,rog,2.1,16.0,189.0,1,nvidia geforce rtx 3070 ti,32,ddr5,1024,win 11,amd,261990.0,octa core,8
Huawei,(â€ŽNObleIB,1.3,14.0,157.0,0,intel integrated,8,ddr4,512,win 10,intel,53190.0,i5,0
Asus,rog,2.5,16.0,142.0,1,nvidia geforce rtx 3080 ti,32,ddr5,2024,win 11,amd,361990.0,octa core,16
Asus,rog,2.6,17.3,127.0,0,nvidia geforce rtx 2080 super with max-q design,32,ddr4,1024,win 10,intel,367990.0,i7,8
Lenovo,thinkpad,1.29,13.3,166.0,0,intel uhd,8,ddr4,512,win 10,intel,129990.0,i7,0
Asus,tuf,2.0,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,intel,120000.0,i7,6
Asus,rog,1.9,15.6,188.0,0,nvidia geforce rtx 3050 ti,16,ddr4,1024,win 10,amd,128990.0,octa core,4
Asus,expertbook,0.99,14.0,157.0,0,intel uhd,16,lpddr3,1024,win 10,intel,154990.0,i7,0
Asus,tuf,2.0,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,intel,119900.0,i7,6
Asus,expertbook,0.99,14.0,157.0,0,intel uhd,16,lpddr3,1024,win 10,intel,160990.0,i7,0
Asus,vivobook,1.88,16.0,142.0,0,intel integrated,16,ddr5,512,win 11,intel,75990.0,ultra 5,0
Lenovo,ideapad,1.54,15.6,100.0,0,intel uhd 600,8,ddr4,512,win 11,intel,25990.0,celeron,0
Asus,gaming,1.95,16.0,142.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,84990.0,core 5,6
Asus,vivobook,1.57,14.0,162.0,1,intel arc,16,lpddr5x,512,win 11,intel,111990.0,ultra 7,0
HP,pavilion,1.38,14.0,162.0,0,intel iris xe,16,lpddr5x,512,win 11,intel,85000.0,i5,0
Apple,macbook,1.55,14.2,254.0,0,no graphics,24,ddr5,1024,mac os,apple,201990.0,m4,0
MSI,cyborg,1.6,14.0,162.0,0,nvidia geforce rtx 3050,8,ddr5,512,win 11,intel,63230.0,i5,6
Lenovo,thinkpad,1.41,14.0,162.0,0,intel iris xe,16,ddr4,1024,win 11,intel,93800.0,i7,0
MSI,cyborg,1.6,14.0,162.0,0,nvidia geforce rtx 2050,8,ddr5,512,win 11,intel,56990.0,i5,4
Lenovo,thinkpad,1.41,14.0,162.0,0,amd radeon,16,ddr4,1024,win 11,amd,57690.0,ryzen 5,0
Lenovo,thinkpad,1.41,14.0,162.0,0,amd radeon,16,ddr4,512,win 11,amd,65990.0,ryzen 7,0
Apple,macbook,2.15,16.2,254.0,0,no graphics,36,ddr5,1024,mac os,apple,327990.0,m4 max,0
MSI,modern,1.9,15.6,141.0,0,intel uhd,16,ddr4,512,win 11,intel,53990.0,i5,0
MSI,modern,1.9,15.6,141.0,0,intel iris xe,16,ddr4,1024,win 11,intel,69990.0,i7,0
Asus,vivobook,1.7,15.6,141.0,0,intel uhd,16,ddr4,512,win 11,intel,58990.0,core 5,0
Asus,rog,1.85,16.0,189.0,0,nvidia geforce rtx 4060,16,lpddr5x,1024,win 11,amd,194750.0,ryzen 9,8
MSI,cyborg,1.6,14.0,162.0,0,nvidia geforce rtx 2050,16,ddr5,512,win 11,intel,67990.0,i7,4
Asus,proart,1.38,13.3,255.0,1,nvidia geforce rtx 4050,24,lpddr5x,1024,win 11,amd,159990.0,ryzen 9,6
HP,zbook,1.41,14.0,162.0,0,intel,16,ddr5,512,dos,intel,80150.0,ultra 5,0
MSI,modern,1.7,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,43999.0,i5,0
Dell,g15,2.81,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,1024,win 11,amd,79990.0,ryzen 5,6
HP,zbook,1.79,16.0,142.0,0,nvidia rtx a500,32,ddr5,1024,win 11,intel,141800.0,ultra 7,4
HP,probook,1.38,14.0,157.0,0,intel integrated,16,ddr4,512,win 11,intel,96000.0,i5,0
MSI,modern,1.4,14.0,157.0,0,intel iris xe,16,ddr5,512,win 11,intel,49990.0,i7,0
HP,zbook,1.41,14.0,162.0,0,intel,16,ddr5,512,win 11,intel,90590.0,ultra 5,0
MSI,modern,1.4,14.0,157.0,0,intel iris xe,8,ddr5,512,win 11,intel,39990.0,i5,0
Microsoft,Surface,1.0,13.8,251.0,1,qualcomm integrated,32,ddr5,1024,win 11,qualcomm,232990.0,snapdragon,0
HP,zbook,1.79,16.0,142.0,0,nvidia rtx a500,16,ddr5,1024,win 11,intel,138300.0,ultra 7,4
Dell,xps,1.92,15.6,261.0,1,nvidia geforce rtx 4050,16,ddr5,1024,win 11,intel,257490.0,i7,6
HP,zbook,1.41,14.0,162.0,0,intel arc,16,ddr5,1024,win 11,intel,132500.0,ultra 7,0
Microsoft,Surface,1.22,13.8,201.0,0,qualcomm integrated,32,ddr5,1024,win 11,qualcomm,201990.0,snapdragon,0
Dell,xps,1.8,14.5,260.0,1,intel arc,16,lpddr5x,1024,win 11,intel,248918.0,ultra 7,0
Dell,xps,2.13,16.3,278.0,1,nvidia geforce rtx 4060,32,lpddr5x,1024,win 11,intel,366490.0,ultra 9,8
Samsung,galaxy,1.46,15.6,141.0,1,intel graphics,16,lpddr5,1024,win 11,intel,130990.0,i7,0
Lenovo,ideapad,1.62,15.6,141.0,0,intel integrated,16,ddr5,512,win 11,intel,58990.0,core 5,0
Dell,inspiron,1.75,14.0,162.0,1,intel,16,ddr5,1024,win 11,intel,95990.0,i7,0
Acer,swift,1.3,14.0,162.0,1,intel arc,16,lpddr5x,1024,win 11,intel,89990.0,ultra 7,0
Lenovo,thinkbook,2.56,15.6,141.0,0,amd radeon,8,ddr4,512,dos,amd,29985.0,quad core,0
Samsung,galaxy,1.66,16.0,212.0,1,intel arc,16,lpddr5x,512,win 11,intel,153499.0,ultra 7,0
Lenovo,thinkpad,1.4,14.0,157.0,0,intel uhd,8,lpddr4,512,dos,intel,36990.0,i3,0
Asus,vivobook,1.5,14.0,162.0,1,amd radeon,16,ddr4,1024,win 11,amd,73990.0,octa core,0
HP,14,1.41,14.0,157.0,0,amd radeon,16,lpddr5,512,win 11,amd,49990.0,quad core,0
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,59270.0,i5,4
Samsung,galaxy,1.66,16.0,212.0,1,intel arc,16,lpddr5x,1024,win 11,intel,168999.0,ultra 7,0
Lenovo,thinkpad,2.22,15.6,141.0,0,nvidia quadro t600,32,ddr5,1024,win 11,intel,160990.0,i7,4
Acer,nitro,2.7,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,512,win 10,intel,66347.0,i7,4
Lenovo,ideapad,2.25,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 11,amd,68999.0,octa core,4
Acer,aspire,1.7,14.0,112.0,0,intel hd,4,ddr3,256,linux,intel,18800.0,pentium,0
Lenovo,ideapad,1.8,15.6,141.0,0,nvidia geforce mx250,8,ddr4,256,win 10,intel,60870.0,i5,2
Asus,tuf,2.6,17.3,127.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,amd,67390.0,quad core,4
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr4,512,win 10,intel,72990.0,i7,4
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,256,win 10,amd,77990.0,quad core,4
HP,15,1.85,15.0,147.0,0,intel uhd,4,ddr4,256,win 10,intel,37715.0,i3,0
HP,15s,1.83,15.6,141.0,0,nvidia geforce mx350,8,ddr4,256,win 10,intel,59899.0,i5,2
Dell,vostro,1.8,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,54781.0,i3,0
HP,15s,1.75,15.6,141.0,0,intel iris x,8,ddr4,512,win 10,intel,53490.0,i5,0
Asus,vivobook,1.6,15.6,141.0,0,amd radeon vega 8,8,ddr4,512,win 10,amd,34990.0,ryzen 5,0
Asus,vivobook,1.6,15.6,141.0,0,amd radeon vega 8,4,ddr4,256,win 10,amd,31400.0,ryzen 5,0
HP,15q,1.77,15.6,141.0,0,intel hd 620,4,ddr4,128,win 10,intel,36550.0,i3,0
HP,15,2.1,15.6,100.0,0,intel hd 5500,4,ddr3,256,win 10,intel,34857.0,i3,0
HP,245,2.1,14.0,112.0,0,amd radeon r4,4,ddr4,256,dos,amd,21789.0,dual core,0
HP,14s,1.51,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,47000.0,i3,0
HP,250,2.3,15.6,100.0,0,intel hd 500,4,ddr4,256,dos,intel,22490.0,celeron,0
